"OrderDate.date"	"Order.id"	"Variation.number"	"OrderProperty.value"	"OrderProperty.value"	"Order.statusName"	"OrderItem.quantity"	"OrderParcelService.backendName"	"ShippingPackages.packageNumber"	
"2022-04-23 20:38:55"	612605		106	"305-4933882-2233933"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446176888590	
"2022-04-24 01:46:03"	612690	"Cut360-497525"	106	"028-7496633-8597148"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446176890102	
"2022-04-24 01:46:03"	612690		106	"028-7496633-8597148"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446176890102	
"2022-04-24 16:24:17"	612803	"Mauler-DEDNLKB"	106	"028-9159108-5817114"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446176897375	
"2022-04-24 16:24:17"	612803		106	"028-9159108-5817114"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446176897375	
"2022-04-24 16:21:44"	612800	"Stubai-460501"	106	"302-7564183-8891509"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446176897384	
"2022-04-24 16:21:44"	612800		106	"302-7564183-8891509"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446176897384	
"2022-04-24 16:22:00"	612810	"Stubai-890052"	106	"028-7412481-0164323"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446176897385	
"2022-04-24 16:22:00"	612810		106	"028-7412481-0164323"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446176897385	
"2022-04-26 17:21:07"	613739	"Tajima-CNV100SP"	106	"028-1958889-8285143"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446177086935	
"2022-04-26 17:21:07"	613739		106	"028-1958889-8285143"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446177086935	
"2022-04-27 00:19:00"	613790	"Kirschen-3424000"	106	"304-9493807-9014749"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446177091665	
"2022-04-27 00:19:00"	613790		106	"304-9493807-9014749"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446177091665	
"2022-04-28 15:23:53"	614545	"WEKEM-WK8.020"	106	"306-8454202-8997965"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446177207452	
"2022-04-28 15:23:53"	614545		106	"306-8454202-8997965"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446177207452	
"2022-04-30 17:19:50"	615188	"Beko-26411000"	106	"028-4060247-8900345"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446177274116	
"2022-04-30 17:19:50"	615188		106	"028-4060247-8900345"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446177274116	
"2022-05-01 16:22:42"	615320	"Silky-KSI571724"	106	"028-2910979-8304355"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446177282292	
"2022-05-01 16:22:42"	615320		106	"028-2910979-8304355"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446177282292	
"2022-05-01 16:26:05"	615366	"Picard-0059610-22"	106	"304-0138938-4806703"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446177287407	
"2022-05-01 16:26:05"	615366		106	"304-0138938-4806703"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446177287407	
"2022-05-02 01:32:34"	615513	"Famag-162222100"	106	"028-2055678-5412332"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446177294190	
"2022-05-02 01:32:34"	615513		106	"028-2055678-5412332"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446177294190	
"2022-05-02 01:34:39"	615500	"Markant-Installateure"	106	"305-7361757-7385121"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446177294197	
"2022-05-02 01:34:39"	615500		106	"305-7361757-7385121"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446177294197	
"2022-05-03 00:27:12"	615832	"Leinos-680.06.000"	106	"303-2823992-0014716"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446177448923	
"2022-05-03 00:27:12"	615832		106	"303-2823992-0014716"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446177448923	
"2022-05-03 12:23:01"	616165	"Beko-710011215"	106	"304-8311726-0043515"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446177498451	
"2022-05-03 12:23:01"	616165		106	"304-8311726-0043515"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446177498451	
"2022-05-03 12:22:19"	616119	"Famag-100112000"	106	"028-8386130-6737939"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446177498481	
"2022-05-03 12:22:19"	616119		106	"028-8386130-6737939"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446177498481	
"2022-05-03 16:41:17"	616211	"Leinos-240.06.101"	106	"303-6902917-5591568"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446177522452	
"2022-05-03 16:41:17"	616211	"Leinos-240.06.212"	106	"303-6902917-5591568"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446177522452	
"2022-05-03 16:41:17"	616211		106	"303-6902917-5591568"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446177522452	
"2022-05-04 00:33:47"	616434	"Leinos-240.01.062"	106	"302-6292091-5802750"	"[8.1] Storniert mit Gutschrift"	2	"DPD"	9446177527773	
"2022-05-04 00:33:47"	616434		106	"302-6292091-5802750"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446177527773	
"2022-05-04 17:34:43"	616671	"Leinos-245.06.002"	106	"305-9710194-8077905"	"[8.1] Storniert mit Gutschrift"	2	"DPD"	9446177603263	
"2022-05-04 17:34:43"	616671		106	"305-9710194-8077905"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446177603263	
"2022-05-05 13:35:08"	617030	"Silky-KSI639042"	106	"305-6813913-3825156"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446177664106	
"2022-05-05 13:35:08"	617030		106	"305-6813913-3825156"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446177664106	
"2022-05-06 17:14:51"	617431	"Stubai-252121"	106	"304-6844884-7017932"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446177730438	
"2022-05-06 17:14:51"	617431		106	"304-6844884-7017932"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446177730438	
"2022-05-08 13:09:19"	617905	"Stubai-674250"	106	"305-7711766-1381969"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446177752951	
"2022-05-08 13:09:19"	617905		106	"305-7711766-1381969"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446177752951	
"2022-05-08 21:53:53"	618012	"Kirschen-1059012"	106	"302-2012433-5625137"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446177761380	
"2022-05-08 21:53:53"	618012		106	"302-2012433-5625137"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446177761380	
"2022-05-09 07:48:29"	618156	"Stubai-252101"	106	"303-9008748-6625920"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446177783487	
"2022-05-09 07:48:29"	618156		106	"303-9008748-6625920"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446177783487	
"2022-05-09 07:48:34"	618146	"Stubai-460501"	106	"028-8043755-4038746"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446177783513	
"2022-05-09 07:48:34"	618146		106	"028-8043755-4038746"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446177783513	
"2022-05-09 11:48:48"	618253	"Leinos-290.04.002"	106	"302-1961156-8225950"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446177857750	
"2022-05-09 11:48:48"	618253		106	"302-1961156-8225950"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446177857750	
"2022-05-09 11:49:45"	618312	"Famag-2155065"	106	"028-2583380-1786755"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446177866514	
"2022-05-09 11:49:45"	618312		106	"028-2583380-1786755"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446177866514	
"2022-05-09 13:53:00"	618321	"Leinos-285.01.002"	106	"028-5208972-8716351"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446177880399	
"2022-05-09 13:53:00"	618321		106	"028-5208972-8716351"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446177880399	
"2022-05-10 10:50:33"	618554	"WILPU-1692000001"	106	"028-8141477-2091523"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446177923758	
"2022-05-10 10:50:33"	618554		106	"028-8141477-2091523"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446177923758	
"2022-05-11 09:49:56"	618923	"Famag-159184500"	106	"305-0372352-8454747"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446177998436	
"2022-05-11 09:49:56"	618923		106	"305-0372352-8454747"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446177998436	
"2022-05-11 09:49:51"	619086	"Stubai-252121"	106	"304-9385972-2962756"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446177999353	
"2022-05-11 09:49:51"	619086	"Stubai-252131"	106	"304-9385972-2962756"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446177999353	
"2022-05-11 09:49:51"	619086		106	"304-9385972-2962756"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446177999353	
"2022-05-12 18:53:10"	619633	"WEKEM-WS88.400"	106	"305-9662006-5150768"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446178115127	
"2022-05-12 18:53:10"	619633		106	"305-9662006-5150768"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446178115127	
"2022-05-15 12:39:54"	620505	"Fermit-09134"	106	"304-4283514-8108322"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446178193031	
"2022-05-15 12:39:54"	620505		106	"304-4283514-8108322"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446178193031	
"2022-05-15 12:38:51"	620417	"Silky-KSI371333"	106	"305-7570953-5392358"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446178193099	
"2022-05-15 12:38:51"	620417		106	"305-7570953-5392358"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446178193099	
"2022-05-16 16:38:07"	621006	"WILPU-02890.00001"	106	"305-2238200-1775539"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446178344200	
"2022-05-16 16:38:07"	621006		106	"305-2238200-1775539"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446178344200	
"2022-05-18 09:41:44"	621670	"Piher-02660"	106	"028-3546862-9509950"	"[8.1] Storniert mit Gutschrift"	2	"DPD"	9446178440339	
"2022-05-18 09:41:44"	621670		106	"028-3546862-9509950"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446178440339	
"2022-05-19 10:40:14"	622157	"Kirschen-6160105"	106	"303-1232856-3371546"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446178524721	
"2022-05-19 10:40:14"	622157		106	"303-1232856-3371546"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446178524721	
"2022-05-20 01:50:39"	622376	"Stubai-252126"	106	"028-8208448-5741968"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446178560362	
"2022-05-20 01:50:39"	622376		106	"028-8208448-5741968"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446178560362	
"2022-05-20 18:57:46"	622572	"epi-18122Nalt"	106	"028-3905121-7407567"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446178610670	
"2022-05-20 18:57:46"	622572		106	"028-3905121-7407567"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446178610670	
"2022-05-21 10:54:48"	622833	"K-Stanley-STHT0-70885"	106	"304-9439443-7530766"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446178619543	
"2022-05-21 10:54:48"	622833		106	"304-9439443-7530766"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446178619543	
"2022-05-23 09:32:01"	623197	"KABRE-Falter-001-gelb"	106	"305-9773216-5534751"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446178691010	
"2022-05-23 09:32:01"	623197	"KABRE-Falter-005-blau"	106	"305-9773216-5534751"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446178691010	
"2022-05-23 09:32:01"	623197		106	"305-9773216-5534751"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446178691010	
"2022-05-23 14:31:42"	623346	"Cut360-BiKo70"	106	"306-3618050-4084351"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446178763391	
"2022-05-23 14:31:42"	623346		106	"306-3618050-4084351"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446178763391	
"2022-05-23 16:33:35"	623384	"Famag-140432200"	106	"028-3536735-8848356"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446178787330	
"2022-05-23 16:33:35"	623384		106	"028-3536735-8848356"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446178787330	
"2022-06-22 02:03:55"	633568	"Fermit-09118"	106	"028-8361381-2190719"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446180336774	
"2022-06-22 02:03:55"	633568		106	"028-8361381-2190719"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446180336774	
"2022-06-22 10:52:45"	633678	"Fermit-09118"	106	"305-0605332-1077916"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446180360917	
"2022-06-22 10:52:45"	633678		106	"305-0605332-1077916"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446180360917	
"2022-06-22 10:54:06"	633592	"WEKEM-83.21.050"	106	"303-7684148-4490761"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446180361193	
"2022-06-22 10:54:06"	633592		106	"303-7684148-4490761"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446180361193	
"2022-06-24 11:14:57"	634508	"Rennsteig-212.17018NSonder2"	106	"306-6847980-2242726"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446180478557	
"2022-06-24 11:14:57"	634508	"Rennsteig-212.17018"	106	"306-6847980-2242726"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446180478557	
"2022-06-24 11:14:57"	634508		106	"306-6847980-2242726"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446180478557	
"2022-06-25 02:15:23"	634702	"Silky-KSI755524"	106	"302-8947092-3061128"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446180512365	
"2022-06-25 02:15:23"	634702		106	"302-8947092-3061128"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446180512365	
"2022-06-26 03:15:31"	634899	"Silky-KSI540350"	106	"303-2289738-4967531"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446180523145	
"2022-06-26 03:15:31"	634899		106	"303-2289738-4967531"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446180523145	
"2022-06-26 14:18:23"	634962	"Rennsteig-212.17018NSonder2"	106	"304-1512395-9430740"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446180530722	
"2022-06-26 14:18:23"	634962	"Rennsteig-212.17018"	106	"304-1512395-9430740"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446180530722	
"2022-06-26 14:18:23"	634962		106	"304-1512395-9430740"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446180530722	
"2022-06-26 14:16:44"	634985	"Stubai-252121"	106	"306-6146904-6949119"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446180530732	
"2022-06-26 14:16:44"	634985		106	"306-6146904-6949119"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446180530732	
"2022-06-26 22:14:34"	635047	"Fivel-03-310BP014"	106	"305-6561844-0938702"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446180535430	
"2022-06-26 22:14:34"	635047		106	"305-6561844-0938702"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446180535430	
"2022-06-27 13:16:17"	635308	"Beko-299600750"	106	"306-0046587-8570772"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446180643204	
"2022-06-27 13:16:17"	635308		106	"306-0046587-8570772"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446180643204	
"2022-06-28 02:14:24"	635512	"Famag-159930400"	106	"303-9772976-3939569"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446180673655	
"2022-06-28 02:14:24"	635512		106	"303-9772976-3939569"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446180673655	
"2022-06-28 02:14:09"	635498	"Stubai-309903"	106	"306-2227710-8605101"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446180673662	
"2022-06-28 02:14:09"	635498		106	"306-2227710-8605101"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446180673662	
"2022-06-28 12:14:52"	635727	"Picard-6006041019"	106	"303-5974753-8533934"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446180716052	
"2022-06-28 12:14:52"	635727		106	"303-5974753-8533934"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446180716052	
"2022-06-29 03:13:39"	635944	"Markant-Schreiner"	106	"303-9103610-2437960"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446180738903	
"2022-06-29 03:13:39"	635944		106	"303-9103610-2437960"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446180738903	
"2022-06-29 15:11:40"	636160	"GTM-MHH01010N2"	106	"305-2459509-0889948"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446180789860	
"2022-06-29 15:11:40"	636160		106	"305-2459509-0889948"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446180789860	
"2022-07-01 00:14:09"	636718	"Piher-02680"	106	"028-5833133-0623527"	"[8.1] Storniert mit Gutschrift"	2	"DPD"	9446180883259	
"2022-07-01 00:14:09"	636718	"Piher-02690"	106	"028-5833133-0623527"	"[8.1] Storniert mit Gutschrift"	2	"DPD"	9446180883259	
"2022-07-01 00:14:09"	636718	"Piher-02689"	106	"028-5833133-0623527"	"[8.1] Storniert mit Gutschrift"	2	"DPD"	9446180883259	
"2022-07-01 00:14:09"	636718		106	"028-5833133-0623527"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446180883259	
"2022-07-01 00:14:23"	636778	"Tajima-CNVJ900"	106	"304-8994571-3636318"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446180883268	
"2022-07-01 00:14:23"	636778		106	"304-8994571-3636318"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446180883268	
"2022-07-01 10:25:00"	636845	"Beko-299600750"	106	"303-8243617-6909102"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446180904122	
"2022-07-01 10:25:00"	636845		106	"303-8243617-6909102"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446180904122	
"2022-07-01 14:04:44"	637062	"Beko-299600750"	106	"306-0174354-4693100"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446180926277	
"2022-07-01 14:04:44"	637062		106	"306-0174354-4693100"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446180926277	
"2022-07-01 15:23:00"	637069	"Fivel-03-310BP010"	106	"305-5066678-2754711"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446180931131	
"2022-07-01 15:23:00"	637069		106	"305-5066678-2754711"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446180931131	
"2022-07-02 02:24:11"	637180	"Silky-KSI572613"	106	"304-2225299-7561937"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446180939850	
"2022-07-02 02:24:11"	637180		106	"304-2225299-7561937"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446180939850	
"2022-07-02 17:24:53"	637351	"Silky-KSI755524"	106	"306-8851279-1829921"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446180947939	
"2022-07-02 17:24:53"	637351		106	"306-8851279-1829921"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446180947939	
"2022-07-04 10:30:51"	637895	"Protus-kx1200"	106	"303-2530693-4100307"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446181025878	
"2022-07-04 10:30:51"	637895		106	"303-2530693-4100307"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446181025878	
"2022-07-05 16:27:05"	638432	"Leinos-600.04.202"	106	"304-9868473-9465946"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446181164805	
"2022-07-05 16:27:05"	638432		106	"304-9868473-9465946"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446181164805	
"2022-07-09 15:51:28"	640052	"FrePro-Wave2.Cotton.10"	106	"303-9597698-1420351"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446181364118	
"2022-07-09 15:51:28"	640052	"FrePro-Wave2.Cotton"	106	"303-9597698-1420351"	"[8.1] Storniert mit Gutschrift"	5	"DPD"	9446181364118	
"2022-07-09 15:51:28"	640052		106	"303-9597698-1420351"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446181364118	
"2022-07-09 15:53:00"	640068	"Stubai-252132"	106	"303-7565059-1778706"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446181364301	
"2022-07-09 15:53:00"	640068		106	"303-7565059-1778706"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446181364301	
"2022-07-10 20:51:20"	640321	"Beko-299600750"	106	"303-8755331-8678751"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446181383376	
"2022-07-10 20:51:20"	640321		106	"303-8755331-8678751"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446181383376	
"2022-07-11 00:53:08"	640395	"Halder-3202.280"	106	"302-7858318-0903522"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446181386879	
"2022-07-11 00:53:08"	640395		106	"302-7858318-0903522"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446181386879	
"2022-07-11 00:55:35"	640365	"Stubai-252132"	106	"305-5897280-2400350"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446181386914	
"2022-07-11 00:55:35"	640365		106	"305-5897280-2400350"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446181386914	
"2022-07-17 00:22:21"	642655	"GTM-MZLS0700230A01N"	106	"303-6248207-0155548"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446181817355	
"2022-07-17 00:22:21"	642655		106	"303-6248207-0155548"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446181817355	
"2022-07-17 13:23:29"	642808	"Beko-299600750"	106	"303-9115183-2048330"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446181823329	
"2022-07-17 13:23:29"	642808		106	"303-9115183-2048330"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446181823329	
"2022-07-18 01:33:27"	642969	"Beko-299600750"	106	"306-1560850-9496364"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446181833469	
"2022-07-18 01:33:27"	642969		106	"306-1560850-9496364"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446181833469	
"2022-07-18 01:36:32"	642996	"Markant-Fugen"	106	"304-7955704-9187523"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446181833495	
"2022-07-18 01:36:32"	642996		106	"304-7955704-9187523"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446181833495	
"2022-07-18 01:33:49"	642908	"Stubai-919008"	106	"305-7305931-7990720"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446181833524	
"2022-07-18 01:33:49"	642908		106	"305-7305931-7990720"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446181833524	
"2022-07-18 12:11:45"	643143	"Rennsteig-276.400.2"	106	"304-6494654-4156348"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446181901633	
"2022-07-18 12:11:45"	643143		106	"304-6494654-4156348"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446181901633	
"2022-07-18 16:19:15"	643198	"Stehle-58101004"	106	"305-1407056-9397906"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446181935300	
"2022-07-18 16:19:15"	643198		106	"305-1407056-9397906"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446181935300	
"2022-07-19 00:18:36"	643426	"Leinos-260.06.123"	106	"302-0343407-9926706"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446181955483	
"2022-07-19 00:18:36"	643426		106	"302-0343407-9926706"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446181955483	
"2022-07-19 12:21:03"	643628	"Fivel-03-310BP010"	106	"306-7869848-1137943"	"[8.1] Storniert mit Gutschrift"	2	"DPD"	9446181993587	
"2022-07-19 12:21:03"	643628		106	"306-7869848-1137943"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446181993587	
"2022-07-19 14:18:53"	643627	"Beko-22310"	106	"306-4335564-9722741"	"[8.1] Storniert mit Gutschrift"	5	"DPD"	9446181998525	
"2022-07-19 14:18:53"	643627		106	"306-4335564-9722741"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446181998525	
"2022-07-19 14:18:11"	643664	"WR-10110"	106	"302-7621608-2253130"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446182000550	
"2022-07-19 14:18:11"	643664	"Stubai-252131"	106	"302-7621608-2253130"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446182000550	
"2022-07-19 14:18:11"	643664	"WR-10111"	106	"302-7621608-2253130"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446182000550	
"2022-07-19 14:18:11"	643664	"Stubai-252125"	106	"302-7621608-2253130"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446182000550	
"2022-07-19 14:18:11"	643664	"WR-50036"	106	"302-7621608-2253130"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446182000550	
"2022-07-19 14:18:11"	643664	"WR-10105"	106	"302-7621608-2253130"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446182000550	
"2022-07-19 14:18:11"	643664	"Stubai-252124"	106	"302-7621608-2253130"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446182000550	
"2022-07-19 14:18:11"	643664		106	"302-7621608-2253130"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446182000550	
"2022-07-20 13:19:09"	644069	"Leinos-260.06.202"	106	"304-3615052-6641922"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446182062736	
"2022-07-20 13:19:09"	644069		106	"304-3615052-6641922"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446182062736	
"2022-07-21 16:57:54"	644544	"Tajima-G9P50MYD"	106	"305-0753831-8925947"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446182132189	
"2022-07-21 16:57:54"	644544	"Tajima-Z5L50MY"	106	"305-0753831-8925947"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446182132189	
"2022-07-21 16:57:54"	644544		106	"305-0753831-8925947"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446182132189	
"2022-07-23 18:17:56"	645129	"Stubai-252128"	106	"303-7049660-2402708"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446182191830	
"2022-07-23 18:17:56"	645129		106	"303-7049660-2402708"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446182191830	
"2022-07-24 13:16:41"	645239	"Beko-299600750"	106	"303-4138614-1341956"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446182196498	
"2022-07-24 13:16:41"	645239		106	"303-4138614-1341956"	"[8.1] Storniert mit Gutschrift"	1	"DPD"	9446182196498	
"2022-07-24 13:16:59"	645238	"Okatsune-KST216"	106	"303-4171839-3094724"	"[8] Storniert ohne Gutschrift"	1	"DPD"	9446182196520	
